"","Season","TeamID","PPG","FGP","TPP","FTP","ORPG","DRPG","APG","TOPG","SPG","BPG","PFPG","PCT"
"2907",2006,1310,73.724138,0.414806,0.325073,0.746291,14.517241,23.793103,13.862069,14.37931,5.862069,2.310345,17,0.37931
"2908",2007,1310,76.060606,0.422634,0.350598,0.732283,14.666667,23.424242,13.575758,13.363636,6.272727,1.575758,17.363636,0.666667
"2909",2008,1310,76.517241,0.404991,0.314003,0.728553,15.068966,23.275862,12.551724,13.517241,7.827586,3.62069,19.793103,0.655172
"2910",2009,1310,76.558824,0.416707,0.310811,0.708189,15.294118,23.941176,14.176471,13.147059,9.970588,4.764706,18.323529,0.764706
"2911",2010,1310,72.181818,0.40804,0.321113,0.678331,13,24.151515,13.333333,12.30303,8.181818,4.484848,18.787879,0.545455
"2912",2011,1310,61.4375,0.372263,0.275316,0.660057,11.59375,21.5625,10.46875,14.03125,8,3.4375,19.25,0.28125
"2913",2012,1310,70.363636,0.404639,0.326343,0.700557,12.818182,19.969697,11.909091,12.757576,8.30303,2.727273,21.848485,0.424242
"2914",2013,1310,73.9375,0.424622,0.327247,0.688011,12.375,23.0625,13.03125,11.5,8.0625,2.75,19.9375,0.59375
"2915",2014,1310,75.272727,0.428938,0.299639,0.682154,12.393939,21.909091,10,13.636364,6.969697,2.151515,23.757576,0.212121
"2916",2015,1310,64.333333,0.399627,0.351145,0.694864,11.433333,22.433333,11.266667,13.6,5.733333,2.3,18.633333,0.266667
"2917",2016,1310,64.59375,0.403846,0.281834,0.695161,12,24.46875,10.84375,14.40625,5.15625,3.21875,19.5625,0.21875
"2918",2017,1310,74.181818,0.415725,0.365817,0.749634,11.787879,26.424242,12.606061,12.969697,5.212121,4.606061,18.30303,0.30303
"2919",2003,1311,53.407407,0.38149,0.337292,0.665116,10.222222,20.333333,9.666667,17.851852,5.555556,0.814815,19.111111,0.074074
"2920",2004,1311,63.130435,0.38647,0.326039,0.680617,12.217391,21.347826,10.782609,17.652174,6.043478,1.608696,19.869565,0.086957
"2921",2005,1311,70.708333,0.387699,0.330357,0.745698,11.5,23.083333,12.25,15.5,6.708333,1.208333,19.166667,0.125
"2922",2006,1311,69.038462,0.429153,0.335135,0.710145,9.461538,24.269231,12.5,16.653846,5.423077,3.346154,18.384615,0.307692
"2923",2007,1311,71.310345,0.425684,0.332481,0.753507,9.172414,22.517241,15.448276,16.034483,6.275862,2.241379,18,0.241379
"2924",2008,1311,63.833333,0.402985,0.334258,0.664323,10.566667,20.9,13,17.633333,8.2,1.966667,20.533333,0.3
"2925",2009,1311,63.071429,0.463359,0.357407,0.681214,7.785714,19.928571,14.428571,14.178571,8.321429,1.25,20.285714,0.607143
"2926",2010,1311,63.538462,0.42287,0.325188,0.704673,8.730769,18.346154,12.653846,13.730769,8.269231,0.961538,21.538462,0.307692
"2927",2011,1311,62.041667,0.42394,0.322245,0.697778,8.666667,19.541667,12.791667,12.416667,7.041667,1.083333,18.958333,0.416667
"2928",2012,1311,64.464286,0.419893,0.308219,0.670932,9.214286,21.285714,11.75,15.25,5.107143,1.857143,19.285714,0.285714
"2929",2013,1311,67.333333,0.43823,0.305182,0.668203,10.433333,21.2,12.566667,13.8,6.333333,2.2,18.766667,0.3
"2930",2014,1311,67.821429,0.441157,0.304425,0.640599,9.75,21.464286,13.071429,12.285714,5.678571,2.821429,23.892857,0.464286
"2931",2015,1311,63.230769,0.427401,0.311512,0.629174,10.384615,22.5,12.461538,17.230769,6.846154,4.076923,22.307692,0.269231
"2932",2016,1311,66.096774,0.413915,0.308544,0.656934,9.064516,23.935484,12.290323,15.806452,6.516129,4.806452,20.354839,0.258065
"2933",2017,1311,72.740741,0.421086,0.334776,0.737968,9.851852,22.037037,13.518519,14.777778,7.037037,5.925926,19,0.37037
"2934",2007,1312,57.137931,0.403472,0.277883,0.656604,8.793103,21.689655,10.689655,17.827586,6.206897,2.931034,20.62069,0.172414
"2935",2008,1312,55.931034,0.355757,0.284,0.612903,11.689655,22.655172,9.586207,19.931034,6.413793,3.482759,22.37931,NA
"2936",2009,1312,49.83871,0.342072,0.247772,0.631365,10.645161,22.516129,8.870968,18.290323,7.258065,3,20.483871,0.032258
"2937",2010,1312,59.428571,0.37476,0.310469,0.644,10.535714,22.642857,11.607143,15.214286,6.75,3.071429,20.285714,0.25
"2938",2011,1312,67.346154,0.416888,0.354839,0.621242,10.769231,24.538462,12.038462,13.230769,5.538462,3.461538,21.461538,0.423077
"2939",2012,1312,66.857143,0.405221,0.345426,0.706478,10.5,23.107143,11.75,12.714286,6.892857,2.785714,20.75,0.392857
"2940",2013,1312,67.56,0.403534,0.358314,0.674658,12.6,25.48,11.8,15.12,8.32,4.44,20.48,0.48
"2941",2014,1312,68.68,0.41763,0.357143,0.718808,9.16,23.52,12.08,12.88,6.28,3,21,0.36
"2942",2015,1312,68.44,0.445127,0.377289,0.687251,9.16,23.32,14.32,14.36,6.56,4.72,20.32,0.56
"2943",2016,1312,75,0.441834,0.343284,0.742251,9.5,25.066667,15.6,13,6.633333,2.133333,20,0.533333
"2944",2017,1312,71.068966,0.418427,0.334278,0.703704,11.172414,23.896552,12.241379,14,6.275862,2.62069,19.517241,0.310345
"2945",2003,1313,62.965517,0.423406,0.305164,0.64557,11.724138,22.724138,9.689655,17.137931,7.793103,4.103448,18.896552,0.482759
"2946",2004,1313,61.428571,0.390852,0.315565,0.718447,11.75,21.392857,9,15.892857,7.25,2.464286,20.071429,0.428571
"2947",2005,1313,62.111111,0.413523,0.344828,0.629195,12.666667,24.62963,11.037037,17.185185,7.62963,4,18.333333,0.481481
"2948",2006,1313,61.870968,0.41968,0.292804,0.6144,14.258065,23.903226,9.483871,17.322581,7.387097,2.774194,20.677419,0.419355
"2949",2007,1313,65.666667,0.456329,0.347087,0.634267,12.066667,22.033333,10.733333,17.866667,5.866667,3.466667,19.033333,0.366667
"2950",2008,1313,69.612903,0.440431,0.300578,0.665461,13.032258,22.741935,11,15.483871,8.645161,3.451613,21.354839,0.516129
"2951",2009,1313,68.354839,0.432127,0.33264,0.650075,12.225806,22.225806,10.258065,15.645161,8.677419,3.580645,20.258065,0.419355
"2952",2010,1313,70.633333,0.459811,0.293578,0.635965,11.633333,25.666667,11.4,18.066667,8.366667,3.2,22.7,0.366667
"2953",2011,1313,69.9375,0.436628,0.30662,0.677551,11.34375,24.375,12.875,16.09375,6.375,5.71875,21.6875,0.375
"2954",2012,1313,69.5625,0.447899,0.313761,0.656579,11.1875,24.9375,12,14.8125,6.53125,4.75,19.09375,0.75
"2955",2013,1313,66.625,0.419911,0.323587,0.640449,12.28125,23.78125,12.0625,14.46875,7.34375,4.625,18.4375,0.65625
"2956",2014,1313,68.733333,0.451692,0.342553,0.688394,12.266667,22.133333,13.1,13.133333,6.233333,3.766667,19.533333,0.533333
"2957",2015,1313,69.064516,0.464945,0.337449,0.65864,10.870968,25.064516,12.806452,13.709677,4.83871,5.129032,20.225806,0.580645
"2958",2016,1313,73.903226,0.425544,0.353846,0.78125,11.032258,23.225806,12.258065,12.193548,5.709677,5.064516,21.290323,0.483871
"2959",2017,1313,69.064516,0.41704,0.328333,0.678571,10.870968,27.645161,10.774194,14.548387,5.064516,5.258065,20.806452,0.483871
"2960",2003,1314,71.15625,0.428042,0.347185,0.662252,11.875,23.0625,15.3125,15,8.15625,4.6875,17.25,0.53125
"2961",2004,1314,83.071429,0.462396,0.354086,0.679775,15.357143,24.642857,18.357143,15.642857,9.607143,4.214286,18.5,0.642857
"2962",2005,1314,88.774194,0.49632,0.40035,0.734954,13.774194,26.548387,19.322581,16.677419,10.387097,3.83871,18.129032,0.870968
"2963",2006,1314,80.37931,0.482027,0.380952,0.703125,14.034483,25.965517,17.965517,16.62069,7.896552,3.931034,17.37931,0.758621
"2964",2007,1314,86.181818,0.502415,0.360531,0.7,13.636364,27.575758,18.848485,14.060606,8.363636,4.69697,17.242424,0.823529
"2965",2008,1314,88.787879,0.482077,0.377049,0.758782,15.606061,28.454545,16.757576,14.515152,8.30303,4.606061,16.818182,0.941176
"2966",2009,1314,89.387097,0.475306,0.372792,0.766169,15.193548,27.322581,18.193548,13,8.290323,5.290323,15.870968,0.870968
"2967",2010,1314,75.1875,0.443262,0.335541,0.657106,15.125,26.84375,15.625,15.40625,6.8125,5.8125,15.03125,0.5
"2968",2011,1314,77.25,0.452944,0.334638,0.662698,14.03125,28.4375,15.5625,13.4375,6.1875,5.34375,16.25,0.787879
"2969",2012,1314,81.969697,0.462902,0.342916,0.676435,15.575758,29.666667,17.606061,11.909091,6.818182,5.727273,14.818182,0.852941
"2970",2013,1314,76.15625,0.438436,0.3664,0.668942,13.8125,25.375,17.03125,12.375,8.03125,3.40625,14.8125,0.69697
"2971",2014,1314,76.3125,0.462944,0.33584,0.625293,14.0625,25.6875,15.5625,12.03125,7.3125,4.78125,20.3125,0.71875
"2972",2015,1314,77.914286,0.47528,0.345041,0.699732,13.942857,27.085714,17.742857,12.685714,6.657143,4.4,19.285714,0.685714
"2973",2016,1314,82.264706,0.478738,0.313894,0.737589,14.029412,26.941176,18.117647,10.911765,6.882353,4.382353,17.911765,0.823529
"2974",2017,1314,84.333333,0.468046,0.366564,0.706537,15.757576,27.484848,18.212121,11.878788,6.787879,3.212121,17.909091,0.787879
"2975",2009,1315,65.066667,0.442667,0.353312,0.645161,8.066667,21.066667,12.8,14.266667,5.533333,2.333333,18.266667,0.333333
"2976",2010,1315,61.857143,0.414996,0.352014,0.672638,8.571429,23.178571,11.214286,16.607143,5.535714,2.571429,21.214286,0.214286
"2977",2011,1315,67.206897,0.419437,0.339658,0.664731,10.275862,25.137931,12.034483,14.586207,6.172414,3.758621,20.275862,0.517241
"2978",2012,1315,65.962963,0.436981,0.341556,0.617486,9.814815,24.111111,12.555556,14.703704,5.962963,4.185185,18.222222,0.481481
"2979",2013,1315,66.5,0.417318,0.332714,0.707438,10.533333,23.366667,11.233333,12.666667,7.466667,3.466667,16.866667,0.466667
"2980",2014,1315,73,0.450745,0.318264,0.690444,10.903226,19.870968,11.935484,11.225806,8.032258,2.548387,20.354839,0.483871
"2981",2015,1315,67.071429,0.429508,0.330709,0.680272,8.642857,23.035714,11.75,12.285714,5.928571,2.964286,21.464286,0.214286
"2982",2016,1315,73.482759,0.45231,0.364562,0.682028,8.482759,27.310345,12.931034,13.275862,7.551724,2.586207,21.482759,0.482759
"2983",2017,1315,78.678571,0.476046,0.384306,0.731788,8.964286,26.142857,14.75,13.785714,7.642857,2.821429,21.428571,0.678571
"2984",2006,1316,68.730769,0.442215,0.340686,0.719844,11.653846,21.692308,13.076923,16.461538,5.923077,2.461538,18.269231,0.153846
"2985",2007,1316,53.481481,0.382853,0.318841,0.600806,10.037037,22.37037,10.777778,17.074074,6.296296,2.740741,17.592593,0.037037
"2986",2008,1316,59.5,0.386305,0.278261,0.609626,11.75,21.928571,10.785714,17.178571,6.285714,3.428571,21.857143,0.071429
"2987",2009,1316,56.103448,0.398546,0.330789,0.585513,9.827586,20.827586,10.724138,15.275862,6.413793,2.448276,19.931034,0.241379
"2988",2010,1316,58.8,0.414469,0.343313,0.632124,9.666667,21.433333,11.866667,15.5,6,3.1,20.2,0.4
"2989",2011,1316,64.941176,0.435382,0.329545,0.660811,10.294118,21.676471,11.882353,16.735294,5.911765,3.117647,20.5,0.441176
"2990",2012,1316,67.193548,0.457453,0.358209,0.608766,11.258065,22.83871,12.064516,15.548387,5.774194,3.129032,18.645161,0.483871
"2991",2013,1316,65.870968,0.435092,0.341844,0.664671,10.387097,21.967742,13.612903,14.645161,5.870968,3.548387,17.612903,0.387097
"2992",2014,1316,70.633333,0.431832,0.354344,0.700741,12.1,24.4,11.933333,15.1,5.033333,3.733333,18.766667,0.466667
"2993",2015,1316,73.935484,0.455569,0.379747,0.72782,9.516129,24.741935,13.419355,12.193548,6.096774,3.935484,16.580645,0.645161
"2994",2016,1316,83.4,0.48138,0.410169,0.72296,8.333333,25.3,16.1,10.666667,4.766667,4.866667,16.6,0.633333
"2995",2017,1316,73.466667,0.440091,0.347411,0.64878,12.2,25,12.033333,16.066667,5.1,3.7,18.933333,0.366667
"2996",2003,1317,69.038462,0.420598,0.331849,0.71028,12.038462,23.884615,12.807692,17.307692,6.230769,3.730769,22.115385,0.192308
"2997",2004,1317,71.653846,0.428664,0.334694,0.640468,14.307692,26.153846,11.538462,17.038462,5.961538,5.038462,21.038462,0.423077
"2998",2005,1317,71.884615,0.417526,0.334764,0.70202,13.192308,24.384615,11.269231,16.038462,7.307692,3.923077,20.923077,0.461538
"2999",2006,1317,73.88,0.427356,0.370518,0.672348,13.76,22.96,11.88,16.12,8.76,4.8,21.92,0.44
"3000",2007,1317,76.233333,0.455973,0.379439,0.652422,13.766667,25.2,12.433333,15.466667,6.166667,4.4,20.4,0.666667
"3001",2008,1317,74.928571,0.46061,0.395299,0.72457,11.892857,24.821429,10.857143,15.214286,5.285714,2.964286,19.428571,0.607143
"3002",2009,1317,76.935484,0.431449,0.354783,0.736175,12.677419,24.516129,12.064516,12.774194,5.129032,2.741935,21.129032,0.612903
"3003",2010,1317,73.466667,0.4591,0.330544,0.717887,10.533333,25.9,11.966667,14.766667,4.433333,3,18.1,0.733333
"3004",2011,1317,75.516129,0.480639,0.373853,0.7543,9.580645,25.548387,12.258065,13.419355,4.032258,2.258065,18.290323,0.645161
"3005",2012,1317,68.931034,0.426966,0.323661,0.70568,12.37931,25.655172,11.586207,14.482759,6.103448,4.137931,17.62069,0.517241
"3006",2013,1317,65.466667,0.413004,0.285714,0.707246,12.033333,24.533333,9.833333,14.1,6.2,4.633333,17.466667,0.366667
"3007",2014,1317,69.166667,0.419977,0.342222,0.683168,10.866667,25.2,10.1,12.7,6.5,3.566667,20.033333,0.466667
"3008",2015,1317,64.241379,0.423913,0.299363,0.6336,11,23.862069,9.689655,13.448276,6.655172,3.206897,17.827586,0.413793
"3009",2016,1317,72.133333,0.443202,0.32197,0.650667,11.166667,23.9,10.8,13.866667,6.4,3,21.266667,0.333333
"3010",2017,1317,68.464286,0.420024,0.31685,0.644483,9.892857,25.178571,11.178571,13.107143,6.642857,2.892857,19,0.214286
"3011",2003,1318,72.172414,0.423882,0.318182,0.684391,13.206897,21.965517,13.275862,15.241379,9.206897,2.896552,22.172414,0.482759
"3012",2004,1318,74.928571,0.412383,0.331927,0.646552,13.714286,22.678571,13.214286,14.714286,8.25,3.607143,19.214286,0.607143
"3013",2005,1318,73.733333,0.438402,0.333809,0.711986,10.466667,24.366667,13.133333,13.166667,7.166667,6.466667,16.433333,0.7
"3014",2006,1318,74.172414,0.444573,0.330303,0.733209,11.931034,25.206897,15.931034,13.689655,6.206897,8,15.551724,0.62069
"3015",2007,1318,62.1875,0.411243,0.356083,0.694981,8.71875,21.5,13.34375,12.40625,4.9375,4,15.09375,0.40625
"3016",2008,1318,63.387097,0.417582,0.313346,0.729866,11.645161,20.935484,11.709677,13.193548,7.032258,2.967742,16.322581,0.451613
"3017",2009,1318,62.366667,0.432653,0.335366,0.740614,10.066667,20.9,11.366667,12.6,7.366667,2.6,17.333333,0.6
"3018",2010,1318,64.59375,0.450396,0.345455,0.719723,9.46875,21.1875,11.96875,11.875,7.125,3.59375,15.625,0.625
"3019",2011,1318,66.580645,0.446584,0.379175,0.750433,9.483871,19.451613,13.774194,12.483871,6.806452,2.258065,19.193548,0.354839
"3020",2012,1318,62.612903,0.428119,0.348454,0.702341,11.064516,21.129032,11.903226,15.580645,7.935484,3.83871,18.645161,0.451613
"3021",2013,1318,69.6875,0.44609,0.372937,0.754545,10,20.09375,13.9375,12.875,8,2.5625,15.28125,0.625
"3022",2014,1318,65.90625,0.433806,0.324324,0.644947,11.28125,23.625,11.59375,13.125,5.40625,3.4375,17.28125,0.34375
"3023",2015,1318,68.588235,0.485629,0.38835,0.725462,8.352941,24.794118,14.264706,13.735294,5.323529,3.794118,14.235294,0.676471
"3024",2016,1318,71.40625,0.436531,0.372497,0.72214,8.71875,24.59375,14.625,12.375,5.6875,3.21875,16.46875,0.53125
"3025",2017,1318,72.064516,0.456005,0.366758,0.680818,8.516129,25,13.354839,12.580645,5.483871,3.612903,16.83871,0.483871
"3026",2003,1319,71.692308,0.454915,0.386861,0.640496,10.461538,24.923077,14.961538,16.576923,5.076923,2.961538,19.807692,0.5
"3027",2004,1319,74.296296,0.447625,0.382979,0.728873,9.740741,25.481481,15.37037,16.555556,5.296296,4.296296,19.814815,0.481481
"3028",2005,1319,75,0.441507,0.370166,0.713299,10.5,24.115385,14.346154,15.692308,6.576923,1.307692,19.769231,0.346154
"3029",2006,1319,74.928571,0.476562,0.392435,0.754839,10.035714,22.571429,15.535714,16.678571,6.714286,2.571429,20.642857,0.642857
"3030",2007,1319,82.107143,0.490438,0.436992,0.746224,10.785714,24.571429,17.714286,16.321429,5,2.178571,22.678571,0.571429
"3031",2008,1319,71.666667,0.481752,0.390342,0.715909,8.666667,24.9,15.366667,15.3,6.166667,2.233333,20.6,0.633333
"3032",2009,1319,64.8,0.477344,0.355294,0.623737,9.04,20.84,14.48,14.44,6.96,2.32,17.28,0.24
"3033",2010,1319,66.884615,0.459138,0.35122,0.674812,8.5,23.923077,14.884615,15.384615,6.269231,3.307692,19.692308,0.461538
"3034",2011,1319,70.62069,0.484365,0.424036,0.67387,9.448276,23.827586,16.827586,13.206897,5.862069,3.965517,19.103448,0.586207
"3035",2012,1319,60.037037,0.395412,0.317352,0.687361,11.222222,20.259259,13.148148,15.074074,6.333333,2.148148,16.444444,0.111111
"3036",2013,1319,66.875,0.436565,0.326715,0.675485,9.53125,22.96875,13.5625,14.3125,7.15625,2.40625,17.4375,0.34375
"3037",2014,1319,66.483871,0.44994,0.349785,0.713533,10.612903,22.032258,10.483871,12.580645,6.129032,3.967742,17.774194,0.451613
"3038",2015,1319,67.96875,0.402662,0.354992,0.744776,12.78125,24.4375,12.1875,11.875,4.78125,3.90625,19.0625,0.5625
"3039",2016,1319,67.25,0.390529,0.333887,0.701874,8.607143,24.142857,11.892857,13.107143,6.285714,1.75,19,0.107143
"3040",2017,1319,68.580645,0.404476,0.317175,0.681445,11.967742,25.83871,13.774194,14.516129,4.419355,1.870968,18.451613,0.258065
"3041",2003,1320,65.148148,0.447578,0.376344,0.679039,8.111111,22.851852,13.925926,13.259259,4.962963,1.740741,16.518519,0.37037
"3042",2004,1320,69.206897,0.439246,0.349829,0.735294,8.931034,25.896552,13,12.655172,5.241379,1.965517,16.965517,0.689655
"3043",2005,1320,72.5,0.479709,0.384071,0.697761,8.766667,24.566667,15.666667,11.666667,6.1,4.333333,17.633333,0.666667
"3044",2006,1320,65.433333,0.454065,0.347751,0.719852,8.5,24.7,13.6,12.433333,5.233333,3.433333,14.233333,0.7
"3045",2007,1320,65.233333,0.447176,0.353497,0.705491,9.2,24.766667,13.1,12.4,4.166667,3.133333,16.666667,0.566667
"3046",2008,1320,61.193548,0.440972,0.338645,0.727707,7.322581,24.580645,11.516129,12,3.903226,3.225806,18.129032,0.548387
"3047",2009,1320,67.69697,0.455433,0.346535,0.752475,8.666667,24.848485,12.212121,11.606061,4.242424,2.424242,18.121212,0.69697
"3048",2010,1320,63.3125,0.430808,0.352843,0.754296,9.53125,22.9375,10.65625,10.53125,5.5,2,15.96875,0.875
"3049",2011,1320,62.870968,0.425974,0.341985,0.757798,7.612903,21.225806,10.387097,9.258065,4.967742,1.774194,17.064516,0.580645
"3050",2012,1320,64.580645,0.428662,0.386943,0.726449,7.83871,23.419355,11.16129,11.16129,5.83871,1.935484,15.645161,0.580645
"3051",2013,1320,64.870968,0.432347,0.354887,0.771154,7.806452,23.903226,12.129032,12.451613,6.16129,2.354839,14.83871,0.548387
"3052",2014,1320,72.333333,0.448466,0.359155,0.722488,8.633333,23.9,13.9,10.633333,5.566667,2.933333,18.166667,0.5
"3053",2015,1320,65.363636,0.482917,0.398026,0.725938,7.212121,23.606061,11.939394,10.484848,5.939394,2.484848,14.363636,0.909091
"3054",2016,1320,67.545455,0.454331,0.371866,0.754039,5.363636,24.333333,11.848485,9.69697,5.787879,2.636364,15.333333,0.636364
"3055",2017,1320,61.37931,0.394141,0.323009,0.734893,6,23.103448,9.689655,11.344828,6.413793,2.827586,15.62069,0.448276
"3056",2003,1321,62.62069,0.428866,0.315372,0.697543,9.551724,20.172414,14.793103,12.862069,6.896552,2.793103,17.689655,0.413793
"3057",2004,1321,61.62069,0.437155,0.316358,0.668076,7.551724,18.862069,14.965517,11.310345,8.206897,1.482759,15.586207,0.482759
"3058",2005,1321,58.967742,0.452349,0.328622,0.609959,7.354839,19.967742,15.290323,13.064516,7.451613,2.516129,15.903226,0.483871
"3059",2006,1321,58.107143,0.444106,0.320598,0.673418,6.5,19.75,14.714286,12.357143,7.571429,2.428571,15.5,0.464286
"3060",2007,1321,56.793103,0.43665,0.317032,0.69883,7.103448,17.551724,15.172414,10.896552,8.37931,2.827586,14.931034,0.37931
"3061",2008,1321,60.655172,0.435223,0.364198,0.660057,6.448276,17.206897,15.862069,11.448276,7.896552,1.896552,17.862069,0.241379
"3062",2009,1321,63.6,0.445251,0.38558,0.690265,8.5,19.866667,15.233333,11.166667,7.333333,2.966667,17.766667,0.566667
"3063",2010,1321,69.30303,0.434906,0.358974,0.713831,10.181818,21.787879,16.69697,10.969697,6.545455,3.969697,18.969697,0.606061
"3064",2011,1321,71.612903,0.451255,0.376,0.724584,8.741935,20.83871,16.451613,9.83871,6.709677,3.225806,17.419355,0.580645
"3065",2012,1321,69.516129,0.452773,0.386111,0.693262,8.387097,20.870968,15.322581,10.129032,6.548387,3.677419,16.096774,0.580645
"3066",2013,1321,60.71875,0.401092,0.340845,0.679211,8.8125,21.84375,14.59375,10.6875,5.625,3.1875,16.625,0.40625
"3067",2014,1321,59.515152,0.396069,0.306497,0.699664,7.545455,25,11.030303,10.909091,4.30303,3.636364,18.454545,0.424242
"3068",2015,1321,63.46875,0.43559,0.359055,0.731656,8.65625,24.21875,14.375,11.15625,3.6875,3.9375,17.90625,0.46875
"3069",2016,1321,72,0.45,0.358247,0.666667,10.6875,25.75,16.46875,10.34375,3.875,3.78125,18.90625,0.625
"3070",2017,1321,71.272727,0.435442,0.344477,0.752094,10.818182,25.454545,15.242424,10.606061,5.121212,5.121212,19.030303,0.69697
